venue_name,city,country,venue_type,address,latitude,longitude,google_maps_url,capacity_min,capacity_max,event_types,past_events,upcoming_events,booking_available,booking_url,venue_operator,partnership_required,notes,sources
"Garrison Ground, Shillong",Shillong,India,stadium,"Garrison Ground, NH6, Survey of India, Laban, Shillong, Mylliem, East Khasi Hills, Meghalaya, 793001, India",25.5681671,91.8786927,"https://www.google.com/maps?q=25.5681671,91.8786927",5000,5000,"[""concerts"",""sports""]",[],[],true,https://cricketarchive.com/Archive/PrintMaterial/Berkshire/index.html,,,"official_site_links={'contact_url': 'https://cricketarchive.com/Miscellaneous/Contact_Us.html', 'events_url': 'https://cricketarchive.com/Archive/Seasons/Current_Events.html'}","[""https://en.wikipedia.org/wiki/Garrison_Ground,_Shillong"",""https://www.wikidata.org/wiki/Q23023765"",""https://www.bcci.tv/"",""https://www.indiansuperleague.com/"",""https://www.prokabaddi.com/"",""https://www.wikidata.org/wiki/Q23023765#P1083"",""https://nominatim.openstreetmap.org/search?format=jsonv2&q=Garrison+Ground%2C+Shillong%2C+India&limit=1&addressdetails=1"",""https://www.wikidata.org/wiki/Q23023765#P856"",""https://cricketarchive.com/Miscellaneous/Contact_Us.html"",""https://cricketarchive.com/Archive/Seasons/Current_Events.html"",""https://cricketarchive.com/Archive/PrintMaterial/Berkshire/index.html"",""https://www.eventbrite.com/d/india/Garrison+Ground%2C+Shillong+Shillong+India"",""https://www.ticketmaster.com/search?q=Garrison+Ground%2C+Shillong+Shillong+India"",""https://in.bookmyshow.com/explore/events-Shillong?search=Garrison Ground, Shillong"",""https://insider.in/search?q=Garrison Ground, Shillong""]"
Narendra Modi Stadium,Asarva Taluka,India,stadium,"Narendra Modi Stadium, Motera Stadium Entry Road, Sabarmati, Asarva Taluka, Ahmedabad, Gujarat, 380005, India",23.0917717,72.5973345,"https://www.google.com/maps?q=23.0917717,72.5973345",132000,132000,"[""concerts"",""sports""]",[],[],true,https://www.facebook.com/GCAMotera/,,,official_site_links={'contact_url': 'https://gujaratcricketassociation.com/contact-us/'},"[""https://en.wikipedia.org/wiki/Narendra_Modi_Stadium"",""https://www.wikidata.org/wiki/Q3531421"",""https://www.bcci.tv/"",""https://www.indiansuperleague.com/"",""https://www.prokabaddi.com/"",""https://www.wikidata.org/wiki/Q3531421#P1083"",""https://nominatim.openstreetmap.org/search?format=jsonv2&q=Narendra+Modi+Stadium%2C+India&limit=1&addressdetails=1"",""https://www.wikidata.org/wiki/Q3531421#P856"",""https://gujaratcricketassociation.com/contact-us/"",""https://www.facebook.com/GCAMotera/"",""https://www.eventbrite.com/d/india/Narendra+Modi+Stadium+Asarva+Taluka+India"",""https://www.ticketmaster.com/search?q=Narendra+Modi+Stadium+Asarva+Taluka+India"",""https://in.bookmyshow.com/explore/events-Asarva Taluka?search=Narendra Modi Stadium"",""https://insider.in/search?q=Narendra Modi Stadium""]"
Balbir Singh Juneja Indoor Stadium,Raipur,India,arena,"Balbir Singh Juneja Indoor Stadium, Kankali Para Road, Raipur, Raipur Tahsil, Raipur, Chhattisgarh, 493332, India",21.2352271,81.6299732,"https://www.google.com/maps?q=21.2352271,81.6299732",4000,4000,"[""concerts"",""esports"",""sports""]",[],[],true,http://www.cgolympic.org/Default,,,,"[""https://en.wikipedia.org/wiki/Balbir_Singh_Juneja_Indoor_Stadium"",""https://www.wikidata.org/wiki/Q24942149"",""https://www.bcci.tv/"",""https://www.indiansuperleague.com/"",""https://www.prokabaddi.com/"",""https://www.wikidata.org/wiki/Q24942149#P1083"",""https://nominatim.openstreetmap.org/search?format=jsonv2&q=Balbir+Singh+Juneja+Indoor+Stadium%2C+India&limit=1&addressdetails=1"",""https://www.wikidata.org/wiki/Q24942149#P856"",""https://www.eventbrite.com/d/india/Balbir+Singh+Juneja+Indoor+Stadium+Raipur+India"",""https://www.ticketmaster.com/search?q=Balbir+Singh+Juneja+Indoor+Stadium+Raipur+India"",""https://in.bookmyshow.com/explore/events-Raipur?search=Balbir Singh Juneja Indoor Stadium"",""https://insider.in/search?q=Balbir Singh Juneja Indoor Stadium""]"
Indira Gandhi Arena,Delhi,India,arena,"Indira Gandhi Arena, ITO Flyover Ramp, Kotwali Tehsil, Central Delhi, Delhi, 110002, India",28.6311624,77.2495544,"https://www.google.com/maps?q=28.6311624,77.2495544",14348,14348,"[""concerts"",""esports"",""sports""]",[],[],true,http://delhigovt.nic.in/ground.asp#arc6,,,,"[""https://en.wikipedia.org/wiki/Indira_Gandhi_Arena"",""https://www.wikidata.org/wiki/Q3269725"",""https://www.bcci.tv/"",""https://www.indiansuperleague.com/"",""https://www.prokabaddi.com/"",""https://www.wikidata.org/wiki/Q3269725#P1083"",""https://nominatim.openstreetmap.org/search?format=jsonv2&q=Indira+Gandhi+Arena%2C+India&limit=1&addressdetails=1"",""https://www.wikidata.org/wiki/Q3269725#P856"",""https://www.eventbrite.com/d/india/Indira+Gandhi+Arena+Delhi+India"",""https://www.ticketmaster.com/search?q=Indira+Gandhi+Arena+Delhi+India"",""https://in.bookmyshow.com/explore/events-Delhi?search=Indira Gandhi Arena"",""https://insider.in/search?q=Indira Gandhi Arena""]"
EKA Arena,Maninagar Taluka,India,stadium,"EKA Arena (The Arena/TransStadia Arena), Kankaria Road, Gita Mandir, Sherkotda, Maninagar Taluka, Ahmedabad, Gujarat, 380002, India",23.0105685,72.5993421,"https://www.google.com/maps?q=23.0105685,72.5993421",,,"[""concerts"",""sports""]",[],[],true,https://www.facebook.com/transstadiaco/,,,official_site_links={'contact_url': 'https://transstadia.com/contact-us/'},"[""https://en.wikipedia.org/wiki/EKA_Arena"",""https://www.wikidata.org/wiki/Q28179260"",""https://www.bcci.tv/"",""https://www.indiansuperleague.com/"",""https://www.prokabaddi.com/"",""https://nominatim.openstreetmap.org/search?format=jsonv2&q=EKA+Arena%2C+India&limit=1&addressdetails=1"",""https://www.wikidata.org/wiki/Q28179260#P856"",""https://transstadia.com/contact-us/"",""https://www.facebook.com/transstadiaco/"",""https://www.eventbrite.com/d/india/EKA+Arena+Maninagar+Taluka+India"",""https://www.ticketmaster.com/search?q=EKA+Arena+Maninagar+Taluka+India"",""https://in.bookmyshow.com/explore/events-Maninagar Taluka?search=EKA Arena"",""https://insider.in/search?q=EKA Arena""]"
Bakshi Stadium,Srinagar,India,stadium,"Bakshi Stadium, Rambagh Flyover Ramp, Jawahar Nagar, Srinagar, Jammu and Kashmir, 190008, India",34.0632055,74.8049022,"https://www.google.com/maps?q=34.0632055,74.8049022",30000,30000,"[""concerts"",""sports""]",[],[],,,,,,"[""https://en.wikipedia.org/wiki/Bakshi_Stadium"",""https://www.wikidata.org/wiki/Q16252918"",""https://www.bcci.tv/"",""https://www.indiansuperleague.com/"",""https://www.prokabaddi.com/"",""https://www.wikidata.org/wiki/Q16252918#P1083"",""https://nominatim.openstreetmap.org/search?format=jsonv2&q=Bakshi+Stadium%2C+India&limit=1&addressdetails=1"",""https://www.eventbrite.com/d/india/Bakshi+Stadium+Srinagar+India"",""https://www.ticketmaster.com/search?q=Bakshi+Stadium+Srinagar+India"",""https://in.bookmyshow.com/explore/events-Srinagar?search=Bakshi Stadium"",""https://insider.in/search?q=Bakshi Stadium""]"
Birsa Munda Athletics Stadium,Ranchi,India,stadium,"Birsa Munda Athletics Stadium, NH33, Mahuramtoli, Gāri, Ranchi, Kanke, Ranchi, Jharkhand, 834009, India",23.3774982,85.3876744,"https://www.google.com/maps?q=23.3774982,85.3876744",35000,35000,"[""concerts"",""sports""]",[],[],,,,,,"[""https://en.wikipedia.org/wiki/Birsa_Munda_Athletics_Stadium"",""https://www.wikidata.org/wiki/Q4916967"",""https://www.bcci.tv/"",""https://www.indiansuperleague.com/"",""https://www.prokabaddi.com/"",""https://www.wikidata.org/wiki/Q4916967#P1083"",""https://nominatim.openstreetmap.org/search?format=jsonv2&q=Birsa+Munda+Athletics+Stadium%2C+India&limit=1&addressdetails=1"",""https://www.eventbrite.com/d/india/Birsa+Munda+Athletics+Stadium+Ranchi+India"",""https://www.ticketmaster.com/search?q=Birsa+Munda+Athletics+Stadium+Ranchi+India"",""https://in.bookmyshow.com/explore/events-Ranchi?search=Birsa Munda Athletics Stadium"",""https://insider.in/search?q=Birsa Munda Athletics Stadium""]"
Duler Stadium,Mapusa,India,stadium,"Duler Football Stadium, Duler Ground Road, Alto Dhuler, Duler, Mapusa, Bardez, North Goa, Goa, 403507, India",15.5986435,73.8161086,"https://www.google.com/maps?q=15.5986435,73.8161086",10000,10000,"[""concerts"",""sports""]",[],[],,,,,,"[""https://en.wikipedia.org/wiki/Duler_Stadium"",""https://www.wikidata.org/wiki/Q5313386"",""https://www.bcci.tv/"",""https://www.indiansuperleague.com/"",""https://www.prokabaddi.com/"",""https://www.wikidata.org/wiki/Q5313386#P1083"",""https://nominatim.openstreetmap.org/search?format=jsonv2&q=Duler+Stadium%2C+India&limit=1&addressdetails=1"",""https://www.eventbrite.com/d/india/Duler+Stadium+Mapusa+India"",""https://www.ticketmaster.com/search?q=Duler+Stadium+Mapusa+India"",""https://in.bookmyshow.com/explore/events-Mapusa?search=Duler Stadium"",""https://insider.in/search?q=Duler Stadium""]"
DY Patil Stadium,Navi Mumbai,India,,"DY Patil Stadium, Sion-Panvel Highway, Nerul East, Navi Mumbai, Thane Subdistrict, Thane, Maharashtra, 400614, India",19.0435531,73.0278494,"https://www.google.com/maps?q=19.0435531,73.0278494",45300,45300,[],[],[],true,http://www.dypsa.in/,,,,"[""https://en.wikipedia.org/wiki/DY_Patil_Stadium"",""https://www.wikidata.org/wiki/Q1156264"",""https://www.bcci.tv/"",""https://www.indiansuperleague.com/"",""https://www.prokabaddi.com/"",""https://www.wikidata.org/wiki/Q1156264#P1083"",""https://nominatim.openstreetmap.org/search?format=jsonv2&q=DY+Patil+Stadium%2C+India&limit=1&addressdetails=1"",""https://www.wikidata.org/wiki/Q1156264#P856"",""https://www.eventbrite.com/d/india/DY+Patil+Stadium+Navi+Mumbai+India"",""https://www.ticketmaster.com/search?q=DY+Patil+Stadium+Navi+Mumbai+India"",""https://in.bookmyshow.com/explore/events-Navi Mumbai?search=DY Patil Stadium"",""https://insider.in/search?q=DY Patil Stadium""]"
East Bengal Ground,Kolkata,India,stadium,"East Bengal Ground, Indira Gandhi Sarani, Esplanade, Kolkata, Kolkata Metropolitan Area, Kolkata, West Bengal, 700001, India",22.5589771,88.3437985,"https://www.google.com/maps?q=22.5589771,88.3437985",23500,23500,"[""concerts"",""sports""]",[],[],,,,,,"[""https://en.wikipedia.org/wiki/East_Bengal_Ground"",""https://www.wikidata.org/wiki/Q2408126"",""https://www.bcci.tv/"",""https://www.indiansuperleague.com/"",""https://www.prokabaddi.com/"",""https://www.wikidata.org/wiki/Q2408126#P1083"",""https://nominatim.openstreetmap.org/search?format=jsonv2&q=East+Bengal+Ground%2C+India&limit=1&addressdetails=1"",""https://www.eventbrite.com/d/india/East+Bengal+Ground+Kolkata+India"",""https://www.ticketmaster.com/search?q=East+Bengal+Ground+Kolkata+India"",""https://in.bookmyshow.com/explore/events-Kolkata?search=East Bengal Ground"",""https://insider.in/search?q=East Bengal Ground""]"
Ekana Cricket Stadium,Sarojani Nagar,India,stadium,"BRSABV Ekana Cricket Stadium, Shaheed Path, Ahmamau, Sarojani Nagar, Lucknow, Uttar Pradesh, 226030, India",26.8112562,81.0178881,"https://www.google.com/maps?q=26.8112562,81.0178881",50100,50100,"[""concerts"",""sports""]",[],[],,,,,,"[""https://en.wikipedia.org/wiki/Ekana_Cricket_Stadium"",""https://www.wikidata.org/wiki/Q109373985"",""https://www.bcci.tv/"",""https://www.indiansuperleague.com/"",""https://www.prokabaddi.com/"",""https://www.wikidata.org/wiki/Q109373985#P1083"",""https://nominatim.openstreetmap.org/search?format=jsonv2&q=Ekana+Cricket+Stadium%2C+India&limit=1&addressdetails=1"",""https://www.eventbrite.com/d/india/Ekana+Cricket+Stadium+Sarojani+Nagar+India"",""https://www.ticketmaster.com/search?q=Ekana+Cricket+Stadium+Sarojani+Nagar+India"",""https://in.bookmyshow.com/explore/events-Sarojani Nagar?search=Ekana Cricket Stadium"",""https://insider.in/search?q=Ekana Cricket Stadium""]"
Guru Gobind Singh Stadium,Jalandhar,India,stadium,"Guru Gobind Singh Stadium, Milk Bar Chowk, Jalandhar, Jalandhar I Tahsil, Jalandhar, Punjab, 144001, India",31.3130593,75.5815081,"https://www.google.com/maps?q=31.3130593,75.5815081",22000,22000,"[""concerts"",""sports""]",[],[],,,,,,"[""https://en.wikipedia.org/wiki/Guru_Gobind_Singh_Stadium"",""https://www.wikidata.org/wiki/Q5620367"",""https://www.bcci.tv/"",""https://www.indiansuperleague.com/"",""https://www.prokabaddi.com/"",""https://www.wikidata.org/wiki/Q5620367#P1083"",""https://nominatim.openstreetmap.org/search?format=jsonv2&q=Guru+Gobind+Singh+Stadium%2C+India&limit=1&addressdetails=1"",""https://www.eventbrite.com/d/india/Guru+Gobind+Singh+Stadium+Jalandhar+India"",""https://www.ticketmaster.com/search?q=Guru+Gobind+Singh+Stadium+Jalandhar+India"",""https://in.bookmyshow.com/explore/events-Jalandhar?search=Guru Gobind Singh Stadium"",""https://insider.in/search?q=Guru Gobind Singh Stadium""]"
Guru Nanak Stadium,Ludhiana,India,stadium,"Guru Nanak Stadium, MULTIPURPOSE INNER ROAD, Ludhiana, Ludhiana (West) Tahsil, Ludhiana, Punjab, 141001, India",30.9107785,75.8452172,"https://www.google.com/maps?q=30.9107785,75.8452172",30000,30000,"[""concerts"",""sports""]",[],[],,,,,,"[""https://en.wikipedia.org/wiki/Guru_Nanak_Stadium"",""https://www.wikidata.org/wiki/Q5620422"",""https://www.bcci.tv/"",""https://www.indiansuperleague.com/"",""https://www.prokabaddi.com/"",""https://www.wikidata.org/wiki/Q5620422#P1083"",""https://nominatim.openstreetmap.org/search?format=jsonv2&q=Guru+Nanak+Stadium%2C+India&limit=1&addressdetails=1"",""https://www.eventbrite.com/d/india/Guru+Nanak+Stadium+Ludhiana+India"",""https://www.ticketmaster.com/search?q=Guru+Nanak+Stadium+Ludhiana+India"",""https://in.bookmyshow.com/explore/events-Ludhiana?search=Guru Nanak Stadium"",""https://insider.in/search?q=Guru Nanak Stadium""]"
Indira Gandhi Athletic Stadium,Dispur,India,stadium,"Indira Gandhi Athletic Stadium, Kalaguru Bishnu Rabha Path / Hockey Stadium Rd, Bhetapara Chariali, Ghoramara Chariali, Dispur, Kamrup Metropolitan, Assam, 781005, India",26.1156741,91.7602775,"https://www.google.com/maps?q=26.1156741,91.7602775",30000,30000,"[""concerts"",""sports""]",[],[],,,,,,"[""https://en.wikipedia.org/wiki/Indira_Gandhi_Athletic_Stadium"",""https://www.wikidata.org/wiki/Q6024947"",""https://www.bcci.tv/"",""https://www.indiansuperleague.com/"",""https://www.prokabaddi.com/"",""https://www.wikidata.org/wiki/Q6024947#P1083"",""https://nominatim.openstreetmap.org/search?format=jsonv2&q=Indira+Gandhi+Athletic+Stadium%2C+India&limit=1&addressdetails=1"",""https://www.eventbrite.com/d/india/Indira+Gandhi+Athletic+Stadium+Dispur+India"",""https://www.ticketmaster.com/search?q=Indira+Gandhi+Athletic+Stadium+Dispur+India"",""https://in.bookmyshow.com/explore/events-Dispur?search=Indira Gandhi Athletic Stadium"",""https://insider.in/search?q=Indira Gandhi Athletic Stadium""]"
Jawaharlal Nehru Stadium (Coimbatore),Coimbatore,India,stadium,"Jawaharlal Nehru Stadium, Nehru Stadium, AIT Colony, Ward 72, Central Zone, Coimbatore, Coimbatore North, Coimbatore, Tamil Nadu, 641018, India",11.0065715,76.9694097,"https://www.google.com/maps?q=11.0065715,76.9694097",30000,30000,"[""concerts"",""sports""]",[],[],,,,,,"[""https://en.wikipedia.org/wiki/Jawaharlal_Nehru_Stadium_(Coimbatore)"",""https://www.wikidata.org/wiki/Q6987906"",""https://www.bcci.tv/"",""https://www.indiansuperleague.com/"",""https://www.prokabaddi.com/"",""https://www.wikidata.org/wiki/Q6987906#P1083"",""https://nominatim.openstreetmap.org/search?format=jsonv2&q=Jawaharlal+Nehru+Stadium+%28Coimbatore%29%2C+India&limit=1&addressdetails=1"",""https://www.eventbrite.com/d/india/Jawaharlal+Nehru+Stadium+%28Coimbatore%29+Coimbatore+India"",""https://www.ticketmaster.com/search?q=Jawaharlal+Nehru+Stadium+%28Coimbatore%29+Coimbatore+India"",""https://in.bookmyshow.com/explore/events-Coimbatore?search=Jawaharlal Nehru Stadium (Coimbatore)"",""https://insider.in/search?q=Jawaharlal Nehru Stadium (Coimbatore)""]"
Jawaharlal Nehru Stadium (Margao),Margao,India,stadium,"Pandit Jawaharlal Nehru Stadium, State Highway 18 - to Ponda, Ambaji, Fatorda, Margao, Salcete, South Goa, Goa, 403600, India",15.2897621,73.9623533,"https://www.google.com/maps?q=15.2897621,73.9623533",19000,19000,"[""concerts"",""sports""]",[],[],,,,,,"[""https://en.wikipedia.org/wiki/Jawaharlal_Nehru_Stadium_(Margao)"",""https://www.wikidata.org/wiki/Q1398213"",""https://www.bcci.tv/"",""https://www.indiansuperleague.com/"",""https://www.prokabaddi.com/"",""https://www.wikidata.org/wiki/Q1398213#P1083"",""https://nominatim.openstreetmap.org/search?format=jsonv2&q=Jawaharlal+Nehru+Stadium+%28Margao%29%2C+India&limit=1&addressdetails=1"",""https://www.eventbrite.com/d/india/Jawaharlal+Nehru+Stadium+%28Margao%29+Margao+India"",""https://www.ticketmaster.com/search?q=Jawaharlal+Nehru+Stadium+%28Margao%29+Margao+India"",""https://in.bookmyshow.com/explore/events-Margao?search=Jawaharlal Nehru Stadium (Margao)"",""https://insider.in/search?q=Jawaharlal Nehru Stadium (Margao)""]"
Jawaharlal Nehru Stadium (Shillong),Shillong,India,stadium,"Jawaharlal Nehru Stadium, Bypass Connector, New Colony, Shillong, Mylliem, East Khasi Hills, Meghalaya, 793001, India",25.5800805,91.8934035,"https://www.google.com/maps?q=25.5800805,91.8934035",30000,30000,"[""concerts"",""sports""]",[],[],,,,,,"[""https://en.wikipedia.org/wiki/Jawaharlal_Nehru_Stadium_(Shillong)"",""https://www.wikidata.org/wiki/Q14120513"",""https://www.bcci.tv/"",""https://www.indiansuperleague.com/"",""https://www.prokabaddi.com/"",""https://www.wikidata.org/wiki/Q14120513#P1083"",""https://nominatim.openstreetmap.org/search?format=jsonv2&q=Jawaharlal+Nehru+Stadium+%28Shillong%29%2C+India&limit=1&addressdetails=1"",""https://www.eventbrite.com/d/india/Jawaharlal+Nehru+Stadium+%28Shillong%29+Shillong+India"",""https://www.ticketmaster.com/search?q=Jawaharlal+Nehru+Stadium+%28Shillong%29+Shillong+India"",""https://in.bookmyshow.com/explore/events-Shillong?search=Jawaharlal Nehru Stadium (Shillong)"",""https://insider.in/search?q=Jawaharlal Nehru Stadium (Shillong)""]"
Kalinga Stadium,Bhubaneswar Municipal Corporation,India,stadium,"Kalinga Stadium, Jaydev Vihar Flyover, Ward 37, South West Zone, Bhubaneswar Municipal Corporation, Bhubaneswar (M.Corp.), Khordha, Odisha, 751013, India",20.2903876,85.8244174,"https://www.google.com/maps?q=20.2903876,85.8244174",12000,12000,"[""concerts"",""sports""]",[],[],,,,,,"[""https://en.wikipedia.org/wiki/Kalinga_Stadium"",""https://www.wikidata.org/wiki/Q6352873"",""https://www.bcci.tv/"",""https://www.indiansuperleague.com/"",""https://www.prokabaddi.com/"",""https://www.wikidata.org/wiki/Q6352873#P1083"",""https://nominatim.openstreetmap.org/search?format=jsonv2&q=Kalinga+Stadium%2C+India&limit=1&addressdetails=1"",""https://www.eventbrite.com/d/india/Kalinga+Stadium+Bhubaneswar+Municipal+Corporation+India"",""https://www.ticketmaster.com/search?q=Kalinga+Stadium+Bhubaneswar+Municipal+Corporation+India"",""https://in.bookmyshow.com/explore/events-Bhubaneswar Municipal Corporation?search=Kalinga Stadium"",""https://insider.in/search?q=Kalinga Stadium""]"
Kanteerava Indoor Stadium,Bengaluru,India,stadium,"Sree Kanteerava Indoor Stadium, Kasturba Road, Cubbonpet, Sampangirama Nagar, Bengaluru Central City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, 560002, India",12.9688073,77.5912683,"https://www.google.com/maps?q=12.9688073,77.5912683",4000,4000,"[""concerts"",""sports""]",[],[],,,,,,"[""https://en.wikipedia.org/wiki/Kanteerava_Indoor_Stadium"",""https://www.wikidata.org/wiki/Q6365381"",""https://www.bcci.tv/"",""https://www.indiansuperleague.com/"",""https://www.prokabaddi.com/"",""https://www.wikidata.org/wiki/Q6365381#P1083"",""https://nominatim.openstreetmap.org/search?format=jsonv2&q=Kanteerava+Indoor+Stadium%2C+India&limit=1&addressdetails=1"",""https://www.eventbrite.com/d/india/Kanteerava+Indoor+Stadium+Bengaluru+India"",""https://www.ticketmaster.com/search?q=Kanteerava+Indoor+Stadium+Bengaluru+India"",""https://in.bookmyshow.com/explore/events-Bengaluru?search=Kanteerava Indoor Stadium"",""https://insider.in/search?q=Kanteerava Indoor Stadium""]"
Khuman Lampak Main Stadium,Porompat,India,stadium,"Khuman Lampak Main Stadium, NH202, New Lambulane, Porompat, Imphal East, Manipur, 795005, India",24.8227149,93.9522106,"https://www.google.com/maps?q=24.8227149,93.9522106",30000,30000,"[""concerts"",""sports""]",[],[],,,,,,"[""https://en.wikipedia.org/wiki/Khuman_Lampak_Main_Stadium"",""https://www.wikidata.org/wiki/Q15238122"",""https://www.bcci.tv/"",""https://www.indiansuperleague.com/"",""https://www.prokabaddi.com/"",""https://www.wikidata.org/wiki/Q15238122#P1083"",""https://nominatim.openstreetmap.org/search?format=jsonv2&q=Khuman+Lampak+Main+Stadium%2C+India&limit=1&addressdetails=1"",""https://www.eventbrite.com/d/india/Khuman+Lampak+Main+Stadium+Porompat+India"",""https://www.ticketmaster.com/search?q=Khuman+Lampak+Main+Stadium+Porompat+India"",""https://in.bookmyshow.com/explore/events-Porompat?search=Khuman Lampak Main Stadium"",""https://insider.in/search?q=Khuman Lampak Main Stadium""]"
"Lal Bahadur Shastri Stadium, Hyderabad",Hyderabad,India,stadium,"Lal Bahadur Shastri Stadium, KK Estate Lane, Fateh Maidan, Ward 78 Gunfoundry, Greater Hyderabad Municipal Corporation Central Zone, Hyderabad, Nampally mandal, Hyderabad, Telangana, 500001, India",17.3995653,78.4729993,"https://www.google.com/maps?q=17.3995653,78.4729993",30000,30000,"[""concerts"",""sports""]",[],[],,,,,,"[""https://en.wikipedia.org/wiki/Lal_Bahadur_Shastri_Stadium,_Hyderabad"",""https://www.wikidata.org/wiki/Q287770"",""https://www.bcci.tv/"",""https://www.indiansuperleague.com/"",""https://www.prokabaddi.com/"",""https://www.wikidata.org/wiki/Q287770#P1083"",""https://nominatim.openstreetmap.org/search?format=jsonv2&q=Lal+Bahadur+Shastri+Stadium%2C+Hyderabad%2C+India&limit=1&addressdetails=1"",""https://www.eventbrite.com/d/india/Lal+Bahadur+Shastri+Stadium%2C+Hyderabad+Hyderabad+India"",""https://www.ticketmaster.com/search?q=Lal+Bahadur+Shastri+Stadium%2C+Hyderabad+Hyderabad+India"",""https://in.bookmyshow.com/explore/events-Hyderabad?search=Lal Bahadur Shastri Stadium, Hyderabad"",""https://insider.in/search?q=Lal Bahadur Shastri Stadium, Hyderabad""]"
Netaji Indoor Stadium,Kolkata,India,stadium,"Netaji Indoor Stadium, Sahid Khudiram Bose Road, Esplanade, Kolkata, Kolkata Metropolitan Area, Kolkata, West Bengal, 700021, India",22.5661111,88.34165,"https://www.google.com/maps?q=22.5661111,88.34165",12000,12000,"[""concerts"",""sports""]",[],[],,,,,,"[""https://en.wikipedia.org/wiki/Netaji_Indoor_Stadium"",""https://www.wikidata.org/wiki/Q6998605"",""https://www.bcci.tv/"",""https://www.indiansuperleague.com/"",""https://www.prokabaddi.com/"",""https://www.wikidata.org/wiki/Q6998605#P1083"",""https://nominatim.openstreetmap.org/search?format=jsonv2&q=Netaji+Indoor+Stadium%2C+India&limit=1&addressdetails=1"",""https://www.eventbrite.com/d/india/Netaji+Indoor+Stadium+Kolkata+India"",""https://www.ticketmaster.com/search?q=Netaji+Indoor+Stadium+Kolkata+India"",""https://in.bookmyshow.com/explore/events-Kolkata?search=Netaji Indoor Stadium"",""https://insider.in/search?q=Netaji Indoor Stadium""]"
Paljor Stadium,Gangtok,India,stadium,"Paljor Stadium, Jiwan Theeng Marg, Development Area, Gangtok, Gangtok subdivision, Gangtok, Sikkim, 737101, India",27.3341364,88.6119954,"https://www.google.com/maps?q=27.3341364,88.6119954",30000,30000,"[""concerts"",""sports""]",[],[],,,,,,"[""https://en.wikipedia.org/wiki/Paljor_Stadium"",""https://www.wikidata.org/wiki/Q7127652"",""https://www.bcci.tv/"",""https://www.indiansuperleague.com/"",""https://www.prokabaddi.com/"",""https://www.wikidata.org/wiki/Q7127652#P1083"",""https://nominatim.openstreetmap.org/search?format=jsonv2&q=Paljor+Stadium%2C+India&limit=1&addressdetails=1"",""https://www.eventbrite.com/d/india/Paljor+Stadium+Gangtok+India"",""https://www.ticketmaster.com/search?q=Paljor+Stadium+Gangtok+India"",""https://in.bookmyshow.com/explore/events-Gangtok?search=Paljor Stadium"",""https://insider.in/search?q=Paljor Stadium""]"
Rajiv Gandhi Stadium (Aizawl),Aizawl,India,stadium,"Rajiv Gandhi Stadium, World Bank Road, Tlangnuam, Aizawl, Tlangnuam, Aizawl, Mizoram, 796190, India",23.7140467,92.7355446,"https://www.google.com/maps?q=23.7140467,92.7355446",20000,20000,"[""concerts"",""sports""]",[],[],,,,,,"[""https://en.wikipedia.org/wiki/Rajiv_Gandhi_Stadium_(Aizawl)"",""https://www.wikidata.org/wiki/Q7286218"",""https://www.bcci.tv/"",""https://www.indiansuperleague.com/"",""https://www.prokabaddi.com/"",""https://www.wikidata.org/wiki/Q7286218#P1083"",""https://nominatim.openstreetmap.org/search?format=jsonv2&q=Rajiv+Gandhi+Stadium+%28Aizawl%29%2C+India&limit=1&addressdetails=1"",""https://www.eventbrite.com/d/india/Rajiv+Gandhi+Stadium+%28Aizawl%29+Aizawl+India"",""https://www.ticketmaster.com/search?q=Rajiv+Gandhi+Stadium+%28Aizawl%29+Aizawl+India"",""https://in.bookmyshow.com/explore/events-Aizawl?search=Rajiv Gandhi Stadium (Aizawl)"",""https://insider.in/search?q=Rajiv Gandhi Stadium (Aizawl)""]"
Sree Kanteerava Stadium,Bengaluru,India,stadium,"Sree Kanteerava Stadium, Rajaram Mohan Roy Road, Sampangirama Nagar, Bengaluru Central City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, 560001, India",12.9693497,77.592661,"https://www.google.com/maps?q=12.9693497,77.592661",40000,40000,"[""concerts"",""sports""]",[],[],,,,,,"[""https://en.wikipedia.org/wiki/Sree_Kanteerava_Stadium"",""https://www.wikidata.org/wiki/Q7585638"",""https://www.bcci.tv/"",""https://www.indiansuperleague.com/"",""https://www.prokabaddi.com/"",""https://www.wikidata.org/wiki/Q7585638#P1083"",""https://nominatim.openstreetmap.org/search?format=jsonv2&q=Sree+Kanteerava+Stadium%2C+India&limit=1&addressdetails=1"",""https://www.eventbrite.com/d/india/Sree+Kanteerava+Stadium+Bengaluru+India"",""https://www.ticketmaster.com/search?q=Sree+Kanteerava+Stadium+Bengaluru+India"",""https://in.bookmyshow.com/explore/events-Bengaluru?search=Sree Kanteerava Stadium"",""https://insider.in/search?q=Sree Kanteerava Stadium""]"
